,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,F_PU1,F_PU2,F_PU3,F_PU4,F_PU5,F_PU6,F_PU7,F_PU8,F_PU9,F_PU10,F_PU11,F_V2,S_PU1,S_PU2,S_PU3,S_PU4,S_PU5,S_PU6,S_PU7,S_PU8,S_PU9,S_PU10,S_PU11,S_V2
30538800,2.5290627,0.49563944,4.012929,2.7114027,1.4515187,5.499999,3.001535,2.9754236,35.044193,24.814848,91.75779,24.835466,106.53065,21.483686,83.471794,21.384655,74.9981,28.088642,27.18864,0.09614311,0.09616198,0.0,0.032030065,0.0,0.033497717,0.033474453,0.034987792,0.0,0.028844602,0.0,0.10737327,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
30542400,2.4340498,0.65748537,4.578178,3.792453,2.134221,5.499999,4.1525345,2.9754143,35.037384,25.595955,92.268715,25.650593,88.12315,21.512941,83.921875,21.41464,75.37593,28.622805,27.7228,0.09615582,0.09617469,0.0,0.032203976,0.0,0.0,0.047252625,0.034742586,0.0,0.028729245,0.0,0.1035595,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
30546000,2.4011216,0.9140325,5.1402555,4.4992843,2.8434243,5.3951683,4.3264775,2.9756885,35.347317,28.122507,93.35746,28.218454,68.780365,27.07122,86.56382,27.07122,60.50031,30.719044,29.819038,0.09557683,0.09559553,0.0,0.03311288,0.0,0.0,0.0,0.036371827,0.0,0.0,0.0,0.09135399,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30549600,2.5333462,1.6908596,5.1308513,3.5973487,3.5885046,5.1471367,3.261575,2.976056,35.764782,30.687202,75.989265,30.687202,67.89444,27.462889,87.13907,27.462889,59.412014,33.012676,32.112675,0.094794996,0.094813466,0.0,0.0,0.0,0.0,0.0,0.03626977,0.0,0.0,0.0,0.07686132,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30553200,2.6927922,2.3889751,4.9028096,3.2496767,3.8060167,5.060147,2.772535,2.9754002,35.02208,28.321638,73.40422,28.281507,86.12489,27.533298,63.37557,27.410446,69.24563,30.8998,29.9998,0.09618437,0.09620325,0.0,0.0,0.0,0.0,0.04974142,0.0,0.0,0.032404337,0.0,0.08834246,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
30556800,2.7252555,2.798722,4.5573606,3.5929117,3.1512475,5.3339257,3.1891701,2.975042,34.615826,28.495996,70.08844,28.454655,84.72189,27.32207,61.28629,27.19685,67.81989,31.056368,30.156366,0.096941315,0.09696041,0.0,0.0,0.0,0.0,0.05054465,0.0,0.0,0.03274048,0.0,0.08462588,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
30560400,2.6823184,3.1604953,4.10017,3.4614964,2.287421,5.4844933,3.0253568,2.9741259,33.588078,28.472397,61.574806,28.429405,82.50868,26.349985,56.245544,26.221527,65.17875,30.994473,30.09447,0.09884689,0.09886656,0.0,0.0,0.0,0.0,0.051627543,0.0,0.0,0.033194277,0.0,0.07687458,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
30564000,2.4388032,3.4003785,3.4196627,2.4721987,1.446291,5.2584324,1.8359783,2.9727259,32.033604,28.24738,52.47377,28.20153,78.42636,16.826437,76.44287,16.706198,59.868618,30.701208,29.801207,0.10170444,0.10172497,0.0,0.0,0.0,0.0,0.05345178,0.03634078,0.0,0.032030642,0.0,0.061166048,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
30567600,1.9719805,3.1073544,3.0462809,1.5306747,0.92841566,5.110432,0.5238909,2.9729307,32.263638,25.77596,82.076836,25.80736,100.63121,11.987862,75.73869,11.701772,74.4221,29.106213,28.206211,0.10128341,0.10130379,0.0,0.0382125,0.0,0.03932544,0.03930119,0.03401059,0.0,0.025593724,0.025555031,0.07467539,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
30571200,1.5666656,2.6597865,3.2744622,1.4492378,0.7277209,5.3747325,0.4105397,2.9739957,33.440002,26.126354,86.50548,26.15324,103.53256,13.9702015,77.80058,13.702045,78.62555,29.403385,28.503384,0.099120356,0.0991401,0.0,0.03598756,0.0,0.037324432,0.03730051,0.033956777,0.0,0.024714652,0.024676556,0.082618654,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
30574800,1.3239549,2.3679159,3.6861675,2.1489997,0.96496224,5.499999,1.5472796,2.9744887,33.995716,26.217506,89.344154,26.242264,105.585495,16.418196,79.85595,16.211147,88.29608,29.444294,28.544294,0.09809265,0.09811211,0.0,0.034394834,0.0,0.03566851,0.03564487,0.034171134,0.0,0.021495262,0.021459451,0.086480096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
30578400,1.1831821,2.167021,4.181951,3.1994195,1.4108514,5.499999,3.0782838,2.9749537,34.513386,26.308125,92.20992,26.330952,107.679634,20.470976,83.05755,20.373518,74.73648,29.481533,28.581533,0.09713184,0.097151,0.0,0.032694753,0.0,0.033830162,0.03380684,0.034638036,0.0,0.028596424,0.0,0.09025103,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
30582000,1.1759593,2.2152321,4.7509117,4.049721,2.0940747,5.499999,4.217033,2.9751863,34.776413,26.811285,93.92444,26.864891,89.89757,20.95711,84.27333,20.865282,77.882866,29.73857,28.838564,0.09664235,0.09666137,0.0,0.031919766,0.0,0.0,0.046937443,0.03420468,0.0,0.027691789,0.0,0.09024595,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
30585600,1.3072861,2.566085,5.2829256,4.1578355,2.8957095,5.387206,4.3362627,2.9759676,35.662537,31.012466,77.00087,31.012466,69.68465,26.87218,87.33657,26.87218,61.231224,33.30554,32.405537,0.09498671,0.09500524,0.0,0.0,0.0,0.0,0.0,0.035827942,0.0,0.0,0.0,0.07095605,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30589200,1.5477413,3.3192856,5.112611,3.4753933,3.7283378,5.1894507,3.5265727,2.976149,35.869835,31.56215,76.61302,31.56215,69.191505,27.168903,87.792595,27.168903,60.526524,33.84323,32.94323,0.09459789,0.09461631,0.0,0.0,0.0,0.0,0.0,0.03573775,0.0,0.0,0.0,0.06866187,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30592800,1.870354,3.9727387,4.9268174,3.2749217,3.7787068,4.956907,2.7354674,2.9764001,36.15816,29.87706,76.56754,29.839096,90.45979,30.804918,64.94595,30.804918,59.848564,32.43148,31.531479,0.094056174,0.09407443,0.0,0.0,0.0,0.0,0.04827243,0.0,0.0,0.0,0.0,0.08615302,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30596400,2.111172,4.3438973,4.7503443,4.235914,3.4497595,5.1716375,3.3076093,2.9761305,35.847992,30.016317,76.37912,29.97883,91.19714,27.967329,64.64269,27.850967,72.969574,32.538002,31.638002,0.094638914,0.09465734,0.0,0.0,0.0,0.0,0.047947563,0.0,0.0,0.03146874,0.0,0.08114021,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
30600000,2.3627706,4.95247,4.5737133,4.021276,3.1172402,5.499999,4.536325,2.976721,36.526176,32.929848,76.12501,32.929848,69.63213,28.950603,64.25121,28.847628,80.566734,35.195282,34.29528,0.093363106,0.09338115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029458871,0.0,0.06556823,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30603600,2.7971907,5.500092,4.391678,3.3394573,2.7713637,5.3458133,4.129243,2.9786093,38.71515,30.500092,72.9772,30.500092,63.93549,33.90105,62.392063,33.90105,57.689735,42.759075,31.690092,0.089201584,0.08921846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30607200,3.3223772,5.102512,4.049773,3.250728,2.120808,5.00242,2.5198064,2.9757445,35.408646,28.000208,61.14155,27.95735,82.216995,27.870567,56.049057,27.739109,65.13723,38.865784,29.386112,0.09546211,0.095480785,0.0,0.0,0.0,0.0,0.051539857,0.0,0.0,0.033611394,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30610800,3.3675838,4.5550056,3.3607733,2.263923,1.446691,4.798572,1.389066,2.9747164,34.250557,27.318636,52.53135,27.273043,77.85016,19.109259,77.362175,18.983955,59.566265,37.651268,28.717031,0.097620085,0.09763939,0.0,0.0,0.0,0.0,0.053289156,0.03709092,0.0,0.03275149,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
30614400,3.1321468,3.5471368,3.0324678,1.3409468,0.96067417,4.7856894,0.3577894,2.9753258,34.93561,19.797699,80.55479,19.823042,97.11191,14.337151,76.523186,14.037741,75.095146,38.103607,21.903416,0.096345656,0.09636458,0.0,0.035773262,0.0,0.037398193,0.037374254,0.03493856,0.0,0.026230054,0.026190938,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
30618000,3.021214,2.3736968,3.200411,1.1420752,0.7840152,5.0762296,0.3037183,2.9763443,36.092678,19.552681,84.25653,19.573606,99.30255,16.117592,78.54935,15.841189,79.75674,39.092964,21.560097,0.09417928,0.09419758,0.0,0.033440698,0.0,0.035320375,0.035296794,0.03478781,0.0,0.025122212,0.025083836,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
30621600,3.1043532,1.2710294,3.5506687,1.7272581,1.0220565,5.499999,1.343041,2.9771583,37.02782,19.144278,86.67338,19.162235,100.67337,18.873892,80.96251,18.65852,89.80128,40.08311,21.078405,0.09241538,0.092433155,0.0,0.031648748,0.0,0.033673815,0.033650517,0.03496758,0.0,0.021957284,0.021921134,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
30625200,3.184074,0.5063225,3.997488,2.6723447,1.4981669,5.499999,3.0418303,2.9757118,35.372963,24.865488,91.32625,24.887663,106.56508,21.993683,83.81913,21.893532,74.969765,28.168888,27.268888,0.09552886,0.09554755,0.0,0.03233977,0.0,0.03351497,0.03349171,0.035082407,0.0,0.029020416,0.0,0.11048302,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
30628800,3.0680158,0.69092053,4.5508404,3.772724,2.2012682,5.499999,4.21228,2.9757164,35.37815,25.721481,92.18756,25.776743,88.15805,22.044405,84.254814,21.9457,75.713936,28.77093,27.87093,0.095519155,0.09553784,0.0,0.0323368,0.0,0.0,0.047303658,0.03485852,0.0,0.02879313,0.0,0.106268406,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
30632400,3.0244186,0.9742707,5.1106853,4.4681234,2.9250658,5.380788,4.260137,2.9758096,35.485847,25.9804,92.42402,26.035774,88.4624,27.493631,86.80546,27.493631,60.280212,29.02504,28.125036,0.09531765,0.095336266,0.0,0.03235076,0.0,0.0,0.047277965,0.036472023,0.0,0.0,0.0,0.10562858,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
30636000,3.1377187,1.7429122,5.143353,3.6303048,3.666295,5.1201897,3.1612184,2.9763258,36.07,30.951172,76.14695,30.951172,67.87761,27.99275,87.48284,27.99275,59.524574,33.289135,32.389133,0.09422192,0.094240226,0.0,0.0,0.0,0.0,0.0,0.036373205,0.0,0.0,0.0,0.07903593,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30639600,3.295709,2.4746814,4.923822,3.2268038,3.7600753,5.0799317,2.842112,2.9756932,35.351765,28.535873,73.57043,28.495522,86.05082,28.08772,63.3438,27.963808,69.255196,31.131256,30.23125,0.09556854,0.09558724,0.0,0.0,0.0,0.0,0.049889844,0.0,0.0,0.03255575,0.0,0.090849034,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
30643200,3.3085222,2.9094641,4.584224,3.5488305,3.1024876,5.3470597,3.2227867,2.9753304,34.93913,28.716675,69.938446,28.675255,84.832,27.80844,61.214314,27.682592,67.98439,31.291664,30.391665,0.096339084,0.096358016,0.0,0.0,0.0,0.0,0.050600246,0.0,0.0,0.03282867,0.0,0.08691022,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
30646800,3.2470562,3.293799,4.1216383,3.451367,2.236745,5.499999,3.0922923,2.974377,33.870785,28.684483,61.148655,28.641336,82.516556,26.83116,56.00769,26.703535,66.102234,31.21965,30.31965,0.09832404,0.09834355,0.0,0.0,0.0,0.0,0.0517267,0.0,0.0,0.033084292,0.0,0.07903352,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
30650400,2.983328,3.5523877,3.4311876,2.464348,1.4419471,5.24808,2.0028982,2.9729352,32.2673,28.424372,52.922104,28.378351,78.36923,17.222076,76.63672,17.101578,60.131104,30.88769,29.98769,0.10127669,0.10129708,0.0,0.0,0.0,0.0,0.053559348,0.036452763,0.0,0.032068327,0.0,0.06300677,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
30654000,2.5081756,3.281009,3.049555,1.5275122,0.94311243,5.073067,0.5973748,2.9731119,32.461864,26.013208,82.27369,26.044712,100.86009,12.324808,75.806305,12.037496,74.60634,29.350533,28.450531,0.10092007,0.100940354,0.0,0.038233798,0.0,0.039331816,0.039307564,0.034172017,0.0,0.025652612,0.025613878,0.07583433,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
30657600,2.0881362,2.8453844,3.2904892,1.4608185,0.740269,5.3422875,0.4911673,2.9741957,33.667614,26.360285,86.77387,26.386976,103.74326,14.331537,77.8425,14.062093,78.82858,29.644918,28.744913,0.09869988,0.09871951,0.0,0.03596808,0.0,0.03734323,0.037319303,0.034148417,0.0,0.024778761,0.02474062,0.08384914,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
30661200,1.8322821,2.5662804,3.711245,2.1722448,0.9739013,5.499999,1.5893235,2.974712,34.24411,26.430521,89.281715,26.455317,105.55245,16.754585,80.15028,16.546108,88.4702,29.674711,28.774712,0.097632065,0.09765136,0.0,0.034558278,0.0,0.035880763,0.03585708,0.034196727,0.0,0.021575158,0.02153929,0.08787494,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
30664800,1.6766776,2.3746688,4.2026477,3.2128325,1.4485885,5.499999,3.10471,2.9751863,34.777073,26.5418,92.32968,26.565165,107.95763,20.903704,83.19909,20.805426,74.778694,29.726189,28.826187,0.09664112,0.09666014,0.0,0.032766584,0.0,0.033790138,0.033766825,0.034808725,0.0,0.028725762,0.0,0.09188648,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
30668400,1.6578043,2.4418461,4.774994,4.072975,2.1189663,5.499999,4.23066,2.9754047,35.025524,27.052395,93.92834,27.106712,90.025734,21.275625,84.41598,21.18123,76.9947,29.989958,29.089952,0.09617795,0.09619682,0.0,0.032073203,0.0,0.0,0.047002126,0.034310095,0.0,0.028106956,0.0,0.09135762,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
30672000,1.7765273,2.8163955,5.2756796,4.1375294,2.9224334,5.379104,4.2869077,2.9761305,35.851456,31.301954,77.15405,31.301954,69.879105,27.23761,87.365746,27.23761,61.21511,33.597336,32.69734,0.09463238,0.094650805,0.0,0.0,0.0,0.0,0.0,0.036017127,0.0,0.0,0.0,0.071390845,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30675600,2.0054064,3.5742097,5.1171966,3.4755979,3.7576847,5.1823535,3.4810314,2.976321,36.066986,31.865051,76.8535,31.865051,69.05765,27.524319,88.02449,27.524319,60.542892,34.14896,33.248955,0.09422759,0.094245896,0.0,0.0,0.0,0.0,0.0,0.03580762,0.0,0.0,0.0,0.06920851,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30679200,2.3217032,4.2261,4.9487324,3.2919347,3.76521,4.9517536,2.7092552,2.976586,36.370155,30.164457,76.62404,30.126478,90.72522,31.221785,64.95626,31.221785,59.80984,32.72307,31.82307,0.09365717,0.09367531,0.0,0.0,0.0,0.0,0.048284948,0.0,0.0,0.0,0.0,0.08680823,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30682800,2.5530334,4.60257,4.775617,4.2637916,3.4410622,5.1920085,3.3492627,2.9763396,36.086742,30.302174,76.43679,30.26446,91.20154,28.356392,64.6235,28.239664,73.176056,32.829338,31.929338,0.094190516,0.094208814,0.0,0.0,0.0,0.0,0.048100818,0.0,0.0,0.0315221,0.0,0.08188865,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
30686400,2.7986603,5.2257276,4.6010885,3.9997146,3.109529,5.499999,4.631733,2.9768791,36.70517,33.22408,76.380325,33.22408,69.59318,29.28242,64.28816,29.177422,79.91109,35.490753,34.590748,0.093025304,0.09304326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02977061,0.0,0.065820225,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30690000,3.3329766,5.500097,4.4363637,3.319133,2.7785726,5.3229775,4.0284305,2.978851,39.00155,30.500097,72.83143,30.500097,63.75228,34.388786,62.430508,34.388786,57.79785,43.20367,31.690096,0.08865201,0.08866871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30693600,3.8487263,5.0918846,4.0863476,3.2365055,2.1356163,5.010773,2.5368843,2.9759908,35.68883,27.994984,61.375813,27.952238,82.358345,28.354342,55.842148,28.222132,65.22985,39.32981,29.380386,0.094937414,0.09495592,0.0,0.0,0.0,0.0,0.051468298,0.0,0.0,0.033714708,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30697200,3.887375,4.54516,3.4015522,2.2747781,1.4375752,4.806851,1.4459183,2.9749677,34.532288,27.312584,52.63507,27.26707,77.949684,19.541592,77.38958,19.416124,59.914726,38.125404,28.710627,0.0970967,0.09711585,0.0,0.0,0.0,0.0,0.053240303,0.037309956,0.0,0.032774504,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
30700800,3.6489108,3.5573223,3.0297425,1.3494393,0.9348059,4.8026185,0.3847087,2.975563,35.201393,19.833134,80.757645,19.858091,97.19322,14.723509,76.67656,14.421703,75.17805,38.546455,21.936005,0.09584957,0.09586835,0.0,0.035677873,0.0,0.037360486,0.037336558,0.03507445,0.0,0.026342954,0.02630376,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
30704400,3.5286994,2.3856962,3.2142985,1.175236,0.7563238,5.088517,0.30460197,2.9766002,36.388126,19.546822,84.21874,19.567629,99.235146,16.440176,78.643425,16.160347,79.65499,39.534637,21.555994,0.09362326,0.09364139,0.0,0.033460323,0.0,0.035375107,0.035351515,0.03492211,0.0,0.025289668,0.025251178,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
30708000,3.6030066,1.2817729,3.5646586,1.7735901,1.0057039,5.499999,1.3120196,2.977349,37.25056,19.147837,86.470924,19.166655,100.72274,19.192673,80.97276,18.97569,89.93504,40.46154,21.083265,0.09199344,0.092011094,0.0,0.03178331,0.0,0.033631425,0.033608142,0.035146717,0.0,0.022045707,0.022009492,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
30711600,3.6735463,0.5112617,4.002334,2.7229834,1.47548,5.499999,3.0293472,2.9759257,35.615597,24.925205,91.48277,24.947351,106.704834,22.36168,83.8644,22.260752,74.96469,28.243715,27.34371,0.09507465,0.095093206,0.0,0.032277882,0.0,0.033436786,0.03341354,0.03526878,0.0,0.029141443,0.0,0.11280628,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
30715200,3.5437682,0.7283229,4.5601325,3.8096054,2.1714933,5.499999,4.1687756,2.9759119,35.602585,25.826181,92.110565,25.882025,88.22422,22.413713,84.38697,22.314222,75.70759,28.891754,27.99175,0.09509904,0.095117606,0.0,0.032452203,0.0,0.0,0.047325347,0.0349969,0.0,0.028916456,0.0,0.108142994,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
30718800,3.4861345,1.0412433,5.1177173,4.4711742,2.8924725,5.3892336,4.298228,2.976177,35.901154,28.5288,93.794785,28.624643,68.86621,28.015535,86.7929,28.015535,60.43947,31.148897,30.248892,0.094539106,0.0945575,0.0,0.033093397,0.0,0.0,0.0,0.036766708,0.0,0.0,0.0,0.09490957,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30722400,3.5905933,1.8456919,5.148069,3.5979252,3.6259627,5.1376214,3.2411854,2.9765117,36.28529,31.177246,76.03488,31.177246,67.94877,28.385553,87.5185,28.385553,59.54076,33.522472,32.62247,0.093816936,0.093835115,0.0,0.0,0.0,0.0,0.0,0.036570784,0.0,0.0,0.0,0.080277964,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30726000,3.7375145,2.5825307,4.9220176,3.2502162,3.7781951,5.0565934,2.7800322,2.9759026,35.59214,28.726702,73.403465,28.686329,86.210815,28.504425,63.322334,28.379847,69.331635,31.331871,30.431871,0.09511863,0.095137194,0.0,0.0,0.0,0.0,0.049905676,0.0,0.0,0.03264974,0.0,0.09231822,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
30729600,3.7418027,3.0327404,4.575183,3.5893583,3.115445,5.3314233,3.1748269,2.9755118,35.14562,28.91017,70.12109,28.868689,84.94675,28.23873,61.17865,28.112072,67.99746,31.49435,30.594349,0.095953755,0.09597257,0.0,0.0,0.0,0.0,0.05063982,0.0,0.0,0.032942604,0.0,0.08831562,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
30733200,3.670793,3.4326694,4.119434,3.493569,2.2409773,5.4922695,3.0364537,2.9745862,34.100735,28.876791,60.980824,28.83359,82.63437,27.165981,56.119293,27.036417,65.41723,31.420155,30.520155,0.09789801,0.09791739,0.0,0.0,0.0,0.0,0.0517628,0.0,0.0,0.033349343,0.0,0.08038929,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
30736800,3.3983028,3.7051086,3.4243882,2.514345,1.4422448,5.277557,1.8888495,2.973126,32.477623,28.604036,52.994343,28.557997,78.52209,17.51972,76.8588,17.398207,59.912476,31.075077,30.175077,0.10089117,0.10091145,0.0,0.0,0.0,0.0,0.053571638,0.036494877,0.0,0.03221387,0.0,0.06458425,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
30740400,2.9139462,3.4496732,3.0526154,1.5421717,0.9476889,5.124738,0.5301975,2.9733026,32.670727,26.231451,82.50087,26.26269,101.00659,12.573053,75.877426,12.283885,74.6219,29.575928,28.675922,0.10053675,0.10055691,0.0,0.03822909,0.0,0.03938546,0.039361205,0.03427805,0.0,0.025741981,0.025703188,0.07684955,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
30744000,2.4878094,3.0237362,3.3030746,1.4960164,0.74716157,5.38862,0.42313427,2.974377,33.86642,26.548733,86.82433,26.575207,103.73668,14.610144,78.036316,14.3398485,79.002396,29.844074,28.944073,0.09833211,0.09835162,0.0,0.036045995,0.0,0.037501696,0.037477743,0.034199256,0.0,0.024821073,0.024782902,0.08465159,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
30747600,2.2233372,2.748953,3.7235699,2.1850162,0.98927706,5.499999,1.5326945,2.9748886,34.441204,26.64608,89.63867,26.670391,105.763664,17.005816,80.15463,16.794172,88.36073,29.895536,28.995535,0.09726602,0.09728521,0.0,0.03447452,0.0,0.035884686,0.035861008,0.034344442,0.0,0.021751221,0.02171522,0.08892722,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
30751200,2.0584123,2.5684013,4.2259855,3.2147672,1.4479374,5.499999,3.0731678,2.9753768,34.99415,26.734438,92.042984,26.758907,108.01608,21.16379,83.36778,21.064112,74.3661,29.93458,29.03458,0.09623648,0.09625538,0.0,0.033066574,0.0,0.033920795,0.033897456,0.034862507,0.0,0.028946664,0.0,0.09296699,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
30754800,2.0299397,2.6422899,4.7894955,4.074408,2.136714,5.499999,4.164906,2.975591,35.236057,27.276247,94.44516,27.329504,90.161674,21.612032,84.5945,21.51773,77.37358,30.21708,29.31708,0.09578481,0.095803574,0.0,0.031883594,0.0,0.0,0.04705064,0.034403615,0.0,0.028092513,0.0,0.092220075,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
30758400,2.1417003,3.0382795,5.271317,4.1385527,2.9333909,5.394424,4.328096,2.9763165,36.061768,31.570854,76.94755,31.570854,69.67819,27.568161,87.62738,27.568161,61.23206,33.869003,32.969006,0.094237395,0.0942557,0.0,0.0,0.0,0.0,0.0,0.036055867,0.0,0.0,0.0,0.071909346,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30762000,2.365989,3.8015957,5.0980906,3.4398606,3.7739165,5.1975617,3.5071414,2.9765258,36.300804,32.13328,76.865585,32.13328,69.15398,27.8719,88.2377,27.8719,60.578537,34.419594,33.519596,0.09378772,0.0938059,0.0,0.0,0.0,0.0,0.0,0.03588345,0.0,0.0,0.0,0.069671,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30765600,2.6819139,4.453342,4.932147,3.319561,3.7619543,4.967864,2.7434113,2.9767723,36.585987,30.405367,76.704124,30.366915,90.36455,31.552017,64.92607,31.552017,59.992992,32.970047,32.070045,0.09325029,0.09326831,0.0,0.0,0.0,0.0,0.048608262,0.0,0.0,0.0,0.0,0.087426744,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
